Зарубежная литература,https://mybook.ru/catalog/zarubezhnaya-literatura/books/,Тонкое искусство пофигизма. Парадоксальный способ жить счастливо,Марк Мэнсон,"Современное общество пропагандирует культ успеха: будь умнее, богаче, продуктивнее– будь лучше всех. Соцсети изобилуют историями на тему, как какой-то малец придумал приложение и заработал кучу денег, статьями в духе «Тысяча и один способ быть счастливым», а фото во френдленте создают впечатление, что окружающие живут лучше и интереснее, чем мы. Однако наша зацикленность на позитиве и успехе лишь напоминает о том, чего мы не достигли, о мечтах, которые не сбылись. Как же стать по-настоящему счастливым? Популярный блогер Марк Мэнсон в книге «Тонкое искусство пофигизма» предлагает свой, оригинальный подход к этому вопросу. Его жизненная философия проста– необходимо научиться искусству пофигизма. Определив то, до чего вам действительно есть дело, нужно уметь наплевать на все второстепенное, забить на трудности, послать к черту чужое мнение и быть готовым взглянуть в лицо неудачам и показать им средний палец.",https://mybook.ru/author/mark-menson/tonkoe-iskusstvo-pofigizma-paradoksalnyj-sposob-zh/,https://i1.mybook.io/p/x756/book_covers/d6/59/d659d446-3323-4a90-bb94-1cbfd8a04a36.jpg
Зарубежная литература,https://mybook.ru/catalog/zarubezhnaya-literatura/books/,"Кафе накраю земли. Как перестать плыть потечению ивспомнить, зачем тыживешь",Джон Стрелеки,"Джон П. Стрелеки – талантливый писатель, спикер и коуч. В 2002 году, будучи еще бизнес-консультантом, Джон с женой отправился в 9-месячное путешествие по миру. Этот опыт вдохновил его на написание первого бестселлера – «Кафе на краю земли».",https://mybook.ru/author/dzhon-streleki/kafe-na-krayu-zemli-kak-perestat-plyt-po-techeniyu/,https://i2.mybook.io/p/x756/book_covers/95/b2/95b28d63-c990-46f1-b58a-45f2a11415b1.jpg
История,https://mybook.ru/catalog/istoriya/books/,1984,Джордж Оруэлл,"Фантастическая антиутопия Оруэлла – это мир тотального контроля и страха, где люди живут ради войны, ради того, чтобы скрыть правду и воспитать настоящих патриотов. В жестоком тоталитарном государстве люди лишены гражданских прав и собственного мнения. Культ Большого Брата подразумевает жесткую социальную иерархию, где даже проявление любви считается мыслепреступлением. Уинстон Смит понимает, что он пешка в этой истории, и тем не менее пытается что-то изменить. «1984» – это аллюзия на страны, в которых господствовал тоталитаризм. В ХХ веке книга была запрещена в социалистических государствах и вызвала волну возмущения по всему миру. Сейчас же «1984» считается ключевым произведением в жанре антиутопии.",https://mybook.ru/author/dzhordzh-oruell/1984/,https://i1.mybook.io/p/x756/book_covers/66/d7/66d7bb5e-5021-4c21-9660-942057d1146e.jpg
История,https://mybook.ru/catalog/istoriya/books/,Граф Монте-Кристо,Александр Дюма,"«Граф Монте-Кристо» — классика европейского романа 19 века. Александр Дюма взял за основу сюжета реальную историю из архивов французской полиции и сумел вплести в нее невероятные взлеты и падения, эпизоды подлого предательства и чистой любви, а также моменты отчаяния и искреннего раскаяния. Дюма изобличает алчность и желание власти, зависть и корысть, боязнь потерять лицо и отсутствие справедливости. Нет, он не делает главного героя ангелом, и тем понятнее и ближе становится Эдмонд Дантес читателю. Его судьба напоминает американские горки: в молодости Эдмонда оклеветали и заточили на долгие годы в мрачном и безнадежном месте – замке Иф. Его оторвали от любимой Мерседес и погубили всю его жизнь, все светлые чувства, вырастив в душе пленника лишь страсть возмездия. Но судьбе было угодно оставить Эдмонда в живых, познакомить его с одним умудренным жизнью стариком и сделать обладателем несметных сокровищ. «Граф Монте-Кристо» захлестывает читателя с головой, оставляя множество противоречивых эмоций и поводов к размышлению.",https://mybook.ru/author/aleksandr-dyuma/graf-monte-kristo/,https://i1.mybook.io/p/x756/book_covers/1d/0d/1d0d1e4a-072d-41d8-ba14-f143ee3eb72b.jpg
История,https://mybook.ru/catalog/istoriya/books/,Таинственная история Билли Миллигана,Дэниел Киз,"Миллионы людей удивляются истории Билли Миллигана, сознание которого наполнено плотнее, чем коммунальная квартира: в нем живут сразу 24 личности! Как это выяснилось, спросите вы? Просто однажды герой очнулся в тюремной камере и узнал, что обвиняется в жестоком изнасиловании, хотя сам Билли ничего не помнил! Он вообще не помнит, что происходило с ним последние семь лет и уверяет, что у него вновь украли часть жизни. У следствия появляются сомнения — вновь и вновь психологи и адвокаты знакомятся с новыми жителями головы Билли, понимая, что в сознании обвиняемого скрыто немало секретов и сюрпризов. И это реальная история. Дэниел Киз подробно, с выписками из судебных протоколов и медицинских справок, раскрывает тему множественных личностей и историю реального человека Уильяма Стэнли Миллигана, арестованного в штате Огайо в октябре 1977 года. «Таинственная история Билли Миллигана» абсолютно правдива.",https://mybook.ru/author/deniel-kiz/tainstvennaya-istoriya-billi-milligana/,https://i3.mybook.io/p/x756/book_covers/92/d5/92d5fcdc-99fd-434f-9ce3-96795253e71b.jpg
История,https://mybook.ru/catalog/istoriya/books/,Лавр,Евгений Водолазкин,"Удивительная книга написана в форме роман-житие. Действие переносит читателя в Средневековую Русь XV века. Арсений, главный герой романа, человек необычный. Он обладает знаниями как необходимыми, так и опасными для своего времени – он целитель и травник. Его возлюбленная и невенчанная жена Устина умирает во время родов, не успев разрешиться от бремени. Горе Арсения безгранично. Целью своей жизни он избирает искупление греха и отмаливание души возлюбленной. Он странствует по свету, исцеляя больных. Приняв образ юродивого, он бредёт к Иерусалиму. Постригаясь в монахи, а затем и в схиму травник Арсений берёт себе другое имя – теперь он Лавр.",https://mybook.ru/author/evgenij-vodolazkin/lavr/,https://i1.mybook.io/p/x756/book_covers/5f/4e/5f4ea1aa-17bd-4c29-94a5-cf6a60ead769.jpg
История,https://mybook.ru/catalog/istoriya/books/,Сёгун,Джеймс Клавелл,"Начало XVII века. Голландское судно терпит крушение у берегов Японии. Выживших членов экипажа берут в плен и обвиняют в пиратстве. Среди попавших в плен был и англичанин Джон Блэкторн, прекрасно знающий географию, военное дело и математику и обладающий сильным характером. Их судьбу должен решить местный правитель, прибытие которого ожидает вся деревня. Слухи о талантливом капитане доходят до князя Торанага-но Миновара, одного из самых могущественных людей Японии. Торанага берет Блэкторна под свою защиту, лелея коварные планы использовать его знания в борьбе за власть. Чтобы выжить в чужой стране, англичанин изучает ее язык и обычаи, становится самураем, но его не покидает мысль, что когда-нибудь ему все-таки удастся вернуться на родину…",https://mybook.ru/author/dzhejms-klavell/segun/,https://i1.mybook.io/p/x756/book_covers/33/44/3344d1a3-4dff-48ce-b06e-6b8eb5cdbdcb.jpg
История,https://mybook.ru/catalog/istoriya/books/,Дети капитана Гранта,Жюль Верн,"Жюль Верн — классик приключенческого романа, и «Дети капитана Гранта» только подтверждают это. Умело сочетая увлекательные приключения, запоминающихся героев, прекрасный слог и научные географические факты, Жюль Верн захватывает внимание читателя с первых страниц. По его романам вполне можно давать школьные уроки географии: эффект будет стопроцентный.",https://mybook.ru/author/zhyul-vern/deti-kapitana-granta/,https://i1.mybook.io/p/x756/book_covers/ad/2f/ad2fcdd1-8030-47e8-8a42-b214698f920b.jpg
История,https://mybook.ru/catalog/istoriya/books/,НаЗападном фронте без перемен,Эрих Мария Ремарк,"Говоря о Первой мировой войне, всегда вспоминают одно произведение Эриха Марии Ремарка.",https://mybook.ru/author/erih-mariya-remark/na-zapadnom-fronte-bez-peremen-4/,https://i3.mybook.io/p/x756/book_covers/e9/ba/e9ba7c3a-dc56-4118-b464-982df893c22b.jpg
История,https://mybook.ru/catalog/istoriya/books/,Северный дракон,Ерофей Трофимов,"Революция – дело страшное, и когда она случается, плохо становится всем. И правым, и виноватым. Так случилось и теперь. Едва только в Российской империи началась революция, как нехорошо стало и всем её соседям. В том числе и Поднебесной империи. Японская интервенция, безвластие и многие другие прелести того страшного времени. Так что, юному казачку из небольшой станицы придётся вспомнить всё, чему его когда-то учили, чтобы просто выжить…",https://mybook.ru/author/erofej-trofimov/severnyj-drakon-3/,https://i2.mybook.io/p/x756/book_covers/eb/92/eb92c248-f9fc-427f-be6f-5db87beff030.jpg
История,https://mybook.ru/catalog/istoriya/books/,Таинственный остров,Жюль Верн,"Один из самых выдающихся романов французского фантаста Жюля Верна, в котором автор продолжает историю капитана Немо. «Таинственный остров» переносит читателя во времена гражданской войны в США, когда несколько северян оказались в плену в чужом лагере. Они решают сбежать, перелетев на нейтральную территорию на воздушном шаре, но попадают в ураган и оказываются на далеком необитаемом острове. Здесь отважным странникам предстоит провести четыре года, и только таланты, умения, храбрость, смекалка и взаимовыручка помогут героям книги выжить на острове. Увы, мирное нахождение «робинзонов» на острове прерывает нападение пиратов. Сама жизнь героев находится под угрозой, но защищать колонистов берется таинственный невидимый друг.",https://mybook.ru/author/zhyul-vern/tainstvennyj-ostrov/,https://i2.mybook.io/p/x756/book_covers/27/25/272550fe-a592-451a-b684-075f86e2dab2.jpg
История,https://mybook.ru/catalog/istoriya/books/,Соловей,Кристин Ханна,"Франция, 1939-й. В уютной деревушке Карриво Вианна Мориак прощается с мужем, который уходит воевать с немцами. Она не верит, что нацисты вторгнутся во Францию… Но уже вскоре мимо ее дома грохочут вереницы танков, небо едва видать от самолетов, сбрасывающих бомбы. Война пришла в тихую французскую глушь. Перед Вианной стоит выбор: либо пустить на постой немецкого офицера, либо лишиться всего– возможно, и жизни.",https://mybook.ru/author/kristin-hanna/solovej-5/,https://i2.mybook.io/p/x756/book_covers/78/d4/78d4308d-1a8f-4ddc-8e3a-3d512bac2653.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Преступление инаказание,Федор Достоевский,"«Преступление и наказание» — классический психологический роман, написанный Достоевским с характерным для автора глубоким философским подтекстом. Книга входит в школьную программу по литературе — однако понять произведение во всем его величии, будучи школьником, очень сложно. Именно поэтому стоит вернуться к книге еще раз, перечитать эту историю и понять, что же толкнуло студента на совершение убийства, какую моральную ответственность он взял на себя. Это не просто история об одном убийстве, это срез общества, история о социуме, о государственном и общественном строе, о борьбе добра и зла, о свободе и необходимости. В основу сюжета легла реальная история о французском интеллектуале-убийце, который заявлял, что не он один, а все общество несет ответственность за его деяния.",https://mybook.ru/author/fedor-mihajlovich-dostoevskij/prestuplenie-i-nakazanie/,https://i1.mybook.io/p/x756/book_covers/e4/9d/e49d2390-d67c-4f75-ac92-3a8afc278815.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Анна Каренина,Лев Толстой,"«Анна Каренина» — классика мировой литературы, роман, написанный Львом Толстым, трагическая история о любви и счастье, которое разбилось о суровые стены реальности, общественных устоев и стереотипов. Анна Каренина, главная героиня романа — замужняя дама, а ее супруг — влиятельный министр, вместе с которым она растит сына. Семейная жизнь течет своим чередом, пока судьба не сталкивает Анну с Вронским. Случайная встреча изменит всю ее судьбу. Герои влюбляются друг в друга, но Анна не хочет давать волю чувствам и возвращается в Петербург к мужу. Вронский повсюду преследует ее, и, в конце концов, ему удается добиться расположения Анны. Она принимает его ухаживания, но оказывается, что реальная жизнь не похожа на ту сказку, которую герои вообразили.",https://mybook.ru/author/lev-tolstoj/anna-karenina-1/,https://i1.mybook.io/p/x756/book_covers/fd/f8/fdf84ac2-aad3-472e-9daa-43baedb1ff02.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Граф Монте-Кристо,Александр Дюма,"«Граф Монте-Кристо» — классика европейского романа 19 века. Александр Дюма взял за основу сюжета реальную историю из архивов французской полиции и сумел вплести в нее невероятные взлеты и падения, эпизоды подлого предательства и чистой любви, а также моменты отчаяния и искреннего раскаяния. Дюма изобличает алчность и желание власти, зависть и корысть, боязнь потерять лицо и отсутствие справедливости. Нет, он не делает главного героя ангелом, и тем понятнее и ближе становится Эдмонд Дантес читателю. Его судьба напоминает американские горки: в молодости Эдмонда оклеветали и заточили на долгие годы в мрачном и безнадежном месте – замке Иф. Его оторвали от любимой Мерседес и погубили всю его жизнь, все светлые чувства, вырастив в душе пленника лишь страсть возмездия. Но судьбе было угодно оставить Эдмонда в живых, познакомить его с одним умудренным жизнью стариком и сделать обладателем несметных сокровищ. «Граф Монте-Кристо» захлестывает читателя с головой, оставляя множество противоречивых эмоций и поводов к размышлению.",https://mybook.ru/author/aleksandr-dyuma/graf-monte-kristo/,https://i1.mybook.io/p/x756/book_covers/1d/0d/1d0d1e4a-072d-41d8-ba14-f143ee3eb72b.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Атлант расправил плечи,Айн Рэнд,"К власти в США приходят социалисты и правительство берет курс на «равные возможности», считая справедливым за счет талантливых и состоятельных сделать богатыми никчемных и бесталанных. Гонения на бизнес приводят к разрушению экономики, к тому же один за другим при загадочных обстоятельствах начинают исчезать талантливые люди и лучшие предприниматели. Главные герои романа стальной король Хэнк Риарден и вице-президент железнодорожной компании Дагни Таггерт тщетно пытаются противостоять трагическим событиям. Вместо всеобщего процветания общество погружается в апатию и хаос.",https://mybook.ru/author/ajn-rend/atlant-raspravil-plechi/,https://i3.mybook.io/p/x756/book_covers/3e/ea/3eea926c-ae66-4f1f-8a97-cafebbb90217.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Жареные зеленые помидоры вкафе Полустанок,Фэнни Флэгг,"Если приблизить этот томик к уху, то наверняка можно услышать чей-то смех, плач, разговоры, шум поезда, шорох листвы, звяканье вилок и ложек. Прислушайтесь к звукам, пробивающимся через обложку, и вы узнаете историю одного маленького американского городка, в котором, как и везде в мире, переплелись любовь и боль, страхи и надежды, дружба и ненависть. История эта будет рассказана с такой искренностью, что запомнится на долгие годы, и роман Фэнни Флэгг станет одной из самых любимых книг – как стал он для очень многих во всем мире.",https://mybook.ru/author/fenni-flegg/zharenye-zelenye-pomidory-v-kafe-polustanok/,https://i2.mybook.io/p/x756/book_covers/b1/d5/b1d533eb-f8a5-4b64-b303-be116c0a599d.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Вишневый сад,Антон Чехов,"Антон Павлович Чехов — важнейшая личность для отечественной драматургии. Его произведения до сих пор экранизируются и ставятся в театре. Пожалуй, «Вишневый сад» — один из фаворитов современных режиссеров.",https://mybook.ru/author/anton-pavlovich-chehov/vishnevyj-sad/,https://i1.mybook.io/p/x756/book_covers/4c/f8/4cf8a9e2-8b33-415c-9bbc-d8904baeeeca.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Евгений Онегин,Александр Пушкин,"Идут года, но не теряет своей актуальности пушкинский шедевр «Евгений Онегин». С этим произведением знакомятся еще в школе, и никакая критика не может отодвинуть славу стихотворного романа. Сюжет А.С. Пушкина неоднократно ложился в основу театральных спектаклей, опер и балетов, которые можно увидеть на сцене ведущих мировых театров. «Евгений Онегин» переведен на французский, немецкий, английский, иврит и многие другие языки. Это произведение оказало влияние на других деятелей искусств, в том числе Чайковского и Щедрина. История любви франта Онегина и сильной духом Татьяны западает в сердца тем, кто читает «Евгения Онегина» впервые, и дает пищу для размышления читателям, уже знакомым с сюжетом и героями.",https://mybook.ru/author/aleksandr-sergeevich-pushkin/evgenij-onegin/,https://i1.mybook.io/p/x756/book_covers/89/82/89823ce5-1b5a-4ea0-a5cc-5bdfe82bd60c.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Идиот,Федор Достоевский,"Роман «Идиот» — это воплощение и расцвет творческих приемов и жизненной философии Достоевского. Это история о несчастном князе Мышкине, который всегда был «белой вороной», выделялся на фоне своего окружения красотой души и мягкостью, за что и был прозван идиотом. Мышкин, едва оправившись от душевной болезни, едет на родину к единственным оставшимся у него родным, а в итоге герой попадает в круговорот страстей, людской злобы, эгоизма, болезненной любви и жестокости. Он неплохо разбирается в людях и отношениях, но ничем не может помочь ни неистовому Рогожину, ни отчаянной и дерзкой Настасье Филипповне, ни себе самому. Прочитайте книгу, чтобы узнать, чем же «Идиот» завораживает все новые и новые поколения читателей.",https://mybook.ru/author/fedor-mihajlovich-dostoevskij/idiot/,https://i2.mybook.io/p/x756/book_covers/d9/56/d956c0cf-4e1b-47c9-a5a1-96fc97ac5fa4.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Палата № 6,Антон Чехов,"«Палата №6» — интеллектуальная повесть Антона Павловича Чехова, показывающая, что весь мир — это не только театр, но, возможно, и сумасшедший дом. В повести речь идет об Андрее Ефимыче Рагине, враче в лечебнице для душевнобольных. Вступив в должность, он работал не покладая рук, пытаясь улучшить ужасные условия в больнице, облегчить страдания пациентов, однако в какой-то момент он устал бороться с системой и стал работать «для галочки». Так умный и честный врач превратился в скучающего и безвольного персонажа, который стал похожим на собственных пациентов. Прочитав книгу «Палата №6» вы узнаете, что бывает, если человек поддается слабостям, опускает руки и теряет волю.",https://mybook.ru/author/anton-pavlovich-chehov/palata-6/,https://i2.mybook.io/p/x756/book_covers/a9/23/a923c0e8-fbcb-4d4a-b5a7-fe86d8deb185.jpg
Классическая литература,https://mybook.ru/catalog/klassika/books/,Портрет Дориана Грея,Оскар Уайльд,"Если вы хотите узнать, что делает с человеком эгоизм, гедонизм и порочность, вам стоит прочитать декадентский роман «Портрет Дориана Грея», который был написан Оскаром Уайльдом и стал шедевром мировой литературы. Роман был опубликован в 1890 году и вызвал скандал: книгу пытались запретить, а автора назвать преступником, оскорбляющим принципы морали. Тем не менее, роман до сих пор волнует сердца читателей. В нем можно увидеть весь процесс душевного разложения героя. Красивый юноша Дориан посвящает свою жизнь наслаждению, для него нет запретных удовольствий, он одновременно порочен и романтичен, ценит эстетику красоты, но с исступлением предается разврату. Эти противоречия вызывают постоянную внутреннюю борьбу в душе героя и приводят к трагической развязке. Роман был экранизирован более тридцати раз, но ничто не сравнится с чтением оригинального произведения.",https://mybook.ru/author/oskar-uajld/portret-doriana-greya-1/,https://i1.mybook.io/p/x756/book_covers/5c/b4/5cb47de3-3fda-4dd2-a243-b5321206383d.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,Успех или успеть,Алексей Гончаров,"Данная книга раскрывает Вам, уважаемый читатель, пошаговые действия достижения успеха. Поможет понять и осознать, что именно для Вас является успехом. Поможет обрести здоровье, любовь, финансовую независимость и прочее факторы успешных людей. Советую Вам прочесть ее несколько раз,или сделать так , чтобы она всегда была у вас под рукой, как шпаргалка, которая дает ответы на самый главный вопрос. Как стать успешным во всех сферах жизнедеятельности человека?",https://mybook.ru/author/aleksej-goncharov/uspeh-ili-uspet/,https://i1.mybook.io/p/x756/book_covers/c2/55/c255e11e-26e2-4115-9ec3-9656483e9423.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,НИСЫ. Будь уверен всвоих силах инепозволяй сомнениям мешать тебе двигаться вперед,Джен Синсеро,"Что бы ни происходило вокруг, мы можем контролировать свою жизнь. В этом уверена автор культового бестселлера «НИ СЫ».",https://mybook.ru/author/dzhen-sinsero-2/ni-sy-vostochnaya-mudrost-kotoraya-glasit-bud-uver/,https://i1.mybook.io/p/x756/book_covers/a8/24/a824258a-1618-47be-8a1b-cf9b2b3409d1.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,Подсознание можетвсё!,Джон Кехо,"Использование огромных резервов, скрытых в подсознании каждого человека, позволяет решать самые сложные повседневные проблемы, когда логика оказывается бессильной. Разработанная автором этой книги программа поможет вам активизировать безграничные ресурсы собственного головного мозга, чтобы изменить свою жизнь к лучшему раз и навсегда.",https://mybook.ru/author/dzhon-keho/podsoznanie-mozhet-vsyo/,https://i1.mybook.io/p/x756/book_covers/c8/f5/c8f526bb-97bd-4a93-a295-f3f98a7d1a48.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,Самый богатый человек вВавилоне,Джордж Сэмюэль Клейсон,"Автор этой книги уверен: чтобы исполнить все свои замыслы и желания, Вы прежде всего должны добиться успеха в денежных вопросах, используя принципы управления личными финансами, изложенные на её страницах.",https://mybook.ru/author/dzhorzh-klejson/samyj-bogatyj-chelovek-v-vavilone/,https://i1.mybook.io/p/x756/book_covers/d8/39/d839a327-b456-44b3-b6e0-44772d1b0e82.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,Тонкое искусство пофигизма. Парадоксальный способ жить счастливо,Марк Мэнсон,"Современное общество пропагандирует культ успеха: будь умнее, богаче, продуктивнее– будь лучше всех. Соцсети изобилуют историями на тему, как какой-то малец придумал приложение и заработал кучу денег, статьями в духе «Тысяча и один способ быть счастливым», а фото во френдленте создают впечатление, что окружающие живут лучше и интереснее, чем мы. Однако наша зацикленность на позитиве и успехе лишь напоминает о том, чего мы не достигли, о мечтах, которые не сбылись. Как же стать по-настоящему счастливым? Популярный блогер Марк Мэнсон в книге «Тонкое искусство пофигизма» предлагает свой, оригинальный подход к этому вопросу. Его жизненная философия проста– необходимо научиться искусству пофигизма. Определив то, до чего вам действительно есть дело, нужно уметь наплевать на все второстепенное, забить на трудности, послать к черту чужое мнение и быть готовым взглянуть в лицо неудачам и показать им средний палец.",https://mybook.ru/author/mark-menson/tonkoe-iskusstvo-pofigizma-paradoksalnyj-sposob-zh/,https://i1.mybook.io/p/x756/book_covers/d6/59/d659d446-3323-4a90-bb94-1cbfd8a04a36.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,"Кафе накраю земли. Как перестать плыть потечению ивспомнить, зачем тыживешь",Джон Стрелеки,"Джон П. Стрелеки – талантливый писатель, спикер и коуч. В 2002 году, будучи еще бизнес-консультантом, Джон с женой отправился в 9-месячное путешествие по миру. Этот опыт вдохновил его на написание первого бестселлера – «Кафе на краю земли».",https://mybook.ru/author/dzhon-streleki/kafe-na-krayu-zemli-kak-perestat-plyt-po-techeniyu/,https://i2.mybook.io/p/x756/book_covers/95/b2/95b28d63-c990-46f1-b58a-45f2a11415b1.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,Живая психология: простые шаги навстречу ксебе,Надежда Резникова,"Еще в древние времена великие умы говорили, что в человеке скрывается целый мир. На протяжении веков люди пытались разгадать тайну человеческого существа, и называли психологию наукой о душе. Сегодня рациональный подход, синтез мысли и чувств позволяют строить самые разные концепции психологии, которые могут помочь людям с определенными вопросами и проблемами решить их. Надежда Резникова предлагает своим читателям, чувствующих неуверенность, тревогу, одиночество, грусть и потерянность, ознакомиться с тем, как можно самостоятельно работать с симбиозом разума и чувств. Благодаря уникальной методике автора и фундаментальным основам психологии, Вы сможете ответить на вопросы, которые давно таятся внутри и мучают Вас, и обрести внутреннюю свободу. Каждый, кто прикоснется к «живой психологии» откроет свой собственный путь к гармонии и спокойствию, который поможет избавиться от рутины и научит жить заново. Вы научитесь использовать различные инструменты психологии, методы и техники, которые помогут справиться со стрессом и разрешить сложные ситуации. Стоит лишь открыть свое сердце новым знаниям и жизнь заиграет яркими, незнакомыми ранее красками.",https://mybook.ru/author/nadezhda-reznikova/zhivaya-psihologiya-prostye-shagi-navstrechu-k-seb/,https://i3.mybook.io/p/x756/book_covers/bf/de/bfded825-bc10-404d-80bb-d9606875c842.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,48 законов власти,Роберт Грин,"Власть – это продуманная борьба с обстоятельствами, которые нам неподвластны, это способность превращать невзгоды в преимущества.",https://mybook.ru/author/robert-grin/48-zakonov-vlasti/,https://i1.mybook.io/p/x756/book_covers/9d/6e/9d6e7c66-f22d-43c8-969e-773692e328bf.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,45 татуировок менеджера. Правила российского руководителя,Максим Батырев,"Названия глав этой книги– татуировки. Это свод принципов и правил, проверенных многолетней практикой успешного менеджера, его житейский и организаторский опыт. Это простые и яркие истории о том, как и почему надо вести дела, если хочешь добиться успеха. За каждой из этих глав стоят осмысленные действия, чья-то боль, мучения, радости, удачный и неудачный опыт, увольнения и лидерство, а главное– нужный результат.",https://mybook.ru/author/maksim-batyrev-2/45-tatuirovok-menedzhera-pravila-rossijskogo-rukov/,https://i3.mybook.io/p/x756/book_covers/89/29/8929313c-dc56-4c7f-9b30-64706b8d8eab.jpg
Книги по психологии,https://mybook.ru/catalog/knigi-po-psihologii/books/,Красная таблетка. Посмотри правде вглаза!,Андрей Курпатов,"Андрей Курпатов — знаменитый российский психотерапевт, писатель и блогер. Его книга «Красная таблетка. Посмотри правде в глаза!» — подробная инструкция о том, как понять механизм работы мозга. Благодаря кропотливой работе над исследованиями мозга и писательскому таланту, книги автора проданы общим тиражом более 5 миллионов экземпляров и переведены на 8 иностранных языков.",https://mybook.ru/author/andrej-kurpatov/krasnaya-tabletka-posmotri-pravde-v-glaza/,https://i2.mybook.io/p/x756/book_covers/cf/04/cf04d218-ec19-454e-89e1-896a628dcc57.jpg
Компьютерная литература,https://mybook.ru/catalog/kompyutery/books/,Как тестируют вGoogle,"Джефф Каролло,","В книге описано тестирование программных продуктов в Google: как устроены процессы, как организованы команды, какие техники используются, кто ответственен за качество. Принципы, на которых построено тестирование в Google, применимы в проектах и компаниях любого размера. Авторы книги сами работали над продуктами Google, создавая инструменты тестирования, настраивая процессы и занимаясь непосредственно тестированием. Книга рассчитана на профессионалов из индустрии разработки программного обеспечения: специалистов по тестированию, программистов, менеджеров.",https://mybook.ru/author/dzheff-karollo/kak-testiruyut-v-google/,https://i3.mybook.io/p/x756/book_covers/b7/6b/b76b4feb-d2f2-479b-9ae6-99671bca901b.jpg
